content,score
kenapa tik tok di hp saya ga bisa kluar di layar utama....klu gini saya susah harus liat di play store terus payah ini,3
tik tok nya kenapa bolak balik update trus jadi bikin hp ku ngelag,3
saya saat live tiktok dengan adik adik saya saat berlatih dapat pemberitahuan akun live di tangguhkan karena batas usia dan juga saat mau pembelian sesuatu di tiktok tidak memenuhi syarat,3
"kenapa fitur posting ulangnya nggak ada,pdhal udah di update",3
tiktok lain kali jangan banyak banyak makai data jadi cepat habis,3
"jujur aplikasinya bagus,tapi saya kecewa dengan TiktokShop, apalagi kendala pengiriman nya bukan apa-apa padahal sudah jelas tertulis pengiriman sebelum tanggal sekian ternyata lewat,itu masih saya wajarkan karena brang masih sampai ke saya walau telat, tetapi ada satu kejadian sama dengan yang saya jelaskan sebelumnya lewat tapi masih sampai,ini sudah lewat malah tidak terkirim coba oke lah dapet diskon tapi kan saya sudah berharap ke barangnya.ok segitu saja yang ingin saya keluhkan",3
"saya post video tetap stuck di 30% udah saya tunggu sampai 1 jam belum 100% juga,mohon bug nya segera dibenahi👍",3
apa akun saya gak punya masalah apa² tiba² diblock,3
"jujur, fitur pembatasan usianya g bgt kmrn udh upload pake KTP tetep aja gagal, trs kalo mau ngebalikin hrs nyewa jasa jasa yg lumayan mahal, semoga cepet di proses dari apknya",3
Bagusssss bangetttttt tapi stikernya dikit liatbtiktok boy br,3
kenapa tik tok saya tidak ada fitur potongan harga ya huhu,3
kok sukaa gakk bisaa masukk ke tiktok nyaa yaa kenapaa yaa tolongg dongg tiktok,3
banyak bug,3
jelek aplikasi nya masa gada Internet trus padahal saya pake wifi,3
"halo developer, kenapa ya saya baru top up di DANA tetapi diambil tiktok tanpa pemberitahuan. padahal saya tidak ada pembelian ataupun langganan ditiktok, bagaimana cara pengembalian dana tersebut",3
agak kurang,3
tik tok gaaa adil masa akun aku gada fitur potong harga,3
"pas aku post vidio langsung nge lag,suka keluar tiba tiba,akun tiba tiba ke hapus/hilang, sekarang setiap aku post vidio lag nya makinnnn parahhhhhhhh pesan aku tiktok update lagi biar gak nge lag,gak tiba tiba keluar,akun gak tiba tiba ke hapus/hilang",3
"halo developer, saya mau bilang kenapa tiktok shop saya hilang ya? padahal udah update dan hapus chace gimana cara aktifin lagi nya ya? mohon bantuan nya",3
"Sering update tp sering error. gt yg sdh lwt, lewat lagi, kadang gt tdk ada suara, live streaming ada. tambah parah.",3
"bagus sih,tapi sering bngt fitur add to story hilang tb tb.",3
menagapaa tiktok saya serik ngeleg???,3
"di aku gkda fitur potongan harga, gak mau tau gmna caranya biar ada😔🤟",3
"tolong bantu kami semua admin tiktok di perbarui tiktok ya, kenapa pas saya live tiba' keluar sndiri, dan di batasi karna usia padahal tanggal lahir saya asli sama saya lahir, tolong di bantu tiktok pulihkan live tiktoknya, pas buka kamera gad bacaan buat live ya, mhon bangett di bangtuuuu",3
punyak aku tidak bisa belanja di tiktok sop😤,3
masa aplikasi TDK bisa di-update padahal ruang penyimpanan nya kosong,3
"fitur ""Toko"" pada tiktok saya hilang",3
ga ada logo shop nya di aku,3
Seru tapi.. kenak pelanggaran atau ke blok terus,3
Karna ga ada potongan harga,3
salah dikit akunya langsung di blokir kalian kira ngak sedih folowers udah banyak ehh akun anda telah di blokir,3
ga sengaja kehapus data ternyata gabisa dipulihkan udh mau dipulihkan ada kode tpi kodenya ga kekirim,3
di akun orang lain tiktok shop ada potongan harga tapi di akun ku udah ku update kok masih gak ada tolong dong tiktokk 🥺🥺🙏,3
akun saya kenapa tidak ada tombol posting ulang sudah di lakukan semua cara yang di suruh oleh tiktok tapi tetap gabisa,3
kenapa pas saya update selalu ada tulisan ruangan penyimpanan telah habis dan kamu harus tau memori saya banyak,3
"aplikasinya oke, cuma kenapa ya pas masuk cuma stuck di Logo doang. Kadang juga baru masuk apk ny keluar sendiri trs pas coba masuk lagi malah g bisa. Tolong diperbaiki lagi ya🙌🏻",3
Joss 😀😀,3
ada pembatasan umur ga seru,3
Tiktok punya masalah apa sih. Aplikasi ngebug ga karuan. Bikin hp iku ngebug. Lemot banget. Kalau mau update jangan merugikan pelanggan dong,3
Tiktok mana pusat aktivitas saya kok gak ada di pengaturan??*tolong jawab!!!,3
"download update terbarunya lama banget,padahal pake jaringan data 😩",3
"pagi Tiktok, kenapa setiap membalas komen tidak ada ya, mohon bantuannya🙏🏻",3
"punyaku selalu ketinggalan, ga pernah ada event2 gtu, kok bisa ga ada pdhl udh di update udh ngelakuin berbagai cara tp ttp aj ga bisa apa krn hpnya kentang yaaa",3
tak pernah di fyp in,3
ya apik,3
"netral aja si,ga baik ga buruk jugaa",3
knp yah akhir akhir ini tiktok suka leg padahal jaringan bagus dari penyimpanan pun masih bagus . trus suka ada suara yang tertinggal..,3
"woik tiktok, adain fitur kembalikan story ga lu! w bikin story pas w post giliran w hapus ternyata di galeri belum tersimpan, pls help me adain fitur kembalikan story!!",3
asik,3
Filter for comment doesn't apply for sub comment 🤦🏽‍♂️,3
lemot pdhl 5G,3
kenapa setiap buka tiktok batrei cepat habis,3
belum ada fitur yg banyak potongan harga,3
pikirkan dan tinjau kembali dalam membuat kebijakan terutama terkait live yang masih ambigu asal memberikan pelanggaran,3
"Semakin di update tiktok sering ngelag tolong dong diperbaiki lagi,tiktok sering keluar tiba tiba waktu mau login pun lama",3
susah di update,3
makin hari makin gajelas. tiba2 keluar sendiri ni tiktok,3
lama banget instalnya,3
"gatau kenapa, ga ngelanggar komunitas, ga pernah bilang kasar di setiap vt, komen atau postingan ulang, tapi tiba tiba akun kena blokir selamanya, padahal disitu saya ngumpulin koin, beli koin buat bagi bagi, tapi malah ke ban, saya biasanya juga belanja di tiktok shop tapi sekarang ke ban, tolonglah, ga pernah ngelanggar komunitas malah dibilang ngelanggar padahal ga ngelanggar samsek.",3
seru tapi bikin lupa waky,3
bagus tapi menginstalnya lama,3
banyak fitur yang ga ada,3
aku kasi sgitu dulu kerna tri bisa buka aplikasinya sya pikir paket habis atau sinyal GK bgus tapi memang aplikasinya GK bisa di buka tolong di perbarui lagi biar nanti ulasan sya perbarui lagi,3
ini gimana sih tiktok kurang ketat apa di sogok Ama admin judol bisa Ampe konten judol lolos dongo,3
kl hpnya tidak mendukung harap jangan download aplikasi ini.,3
kenapa tiktok syop nya gak ada😭,3
dikit dikit pelanggaran,3
min lagi ada potongan harga pada saling bantu batasnya jangan limit lah min minimal 1 hp 20/25 biar bisa ngerasain potongan harganya ini kan biasanya 1 tahun 1×,3
sering ngelag gajelas akhir2 ini,3
"kenapa tt sekarang lemot bgt, tiba2 keluar sendiri.. nge lag juga. pdhl hpku ram nya gede loh..udah di update bolak balik masih saja nge lag.. Keluar sendiri tik toknya",3
"halo,, kenapa fitur potongan harga tidak ada di semua akun tiktok? kenapa hanya ada di beberapa akun saja?",3
baru di coba menghungkan ke laptop,3
UPDATE TERUS SAMPAI NGELAGG TIKTOK TIDAK MENANGGAPI.,3
bagus,3
kadang suka muncul yang aneh aneh,3
"enak scroll buat nemenin waktu, tapi sayangnya udah 4 tahun gabisa chat di tiktok karena nyebut ""kelas"" tolong lah dibetulkan itu. katanya bakalan boleh chattan lagi, ini sampai 4 tahun ga bisa bisa? jadinya kerjaan cuma scroll dan komen. usn tt @ikomino0",3
"tolong perbaiki sistem sensor, banned, dan pemblokiran, tolong yang live membawa unsur 18+, penyiksaan diri, tidak masuk logika, tidak sopan, mohon dibanned atau diblokir live nya",3
tolong di maksimal kan lagi aplikasinya soalnya kebanyakan akun tiktok saya selalu di blokir oleh tiktok.,3
terlalu sering log out ... kualitas vidio semakin busu.k .. berharap lebih baik,3
entah knp filter ku mendadak gabisa dipakai,3
sudah update kenapa tampilan beranda berbeda dengan hp lainnya ada yang sama?,3
"gatau kenapa tiba-tiba tik shop hilang dan gabis live alasannya batas usia,KESELLL😡",3
"Hmm tiktok pilih kasih banget sama aku.. orang orang dapet ivent potongan harga,kokk di aku gada ,sedihh BGTT, padahal aku udah berusaha ganti akun, bikin akun baru, uninstall tiktok,trus pas udah di download lagi tetep gabisaa,akuu iri tik.. aku juga pengen ngerasain itu.. semoga tiktok baca komentar aku yaaa..",3
mengapa tidak bisa d buka ya,3
mantap,3
"apakah ada bug atau selainnya aplikasi menjadi slow respon,bahkan fitur effect nya terkadang tidak dapat di gunakan!",3
aku kasi 3 bintang soalnya aku belum paham gimana jalani misis biar cepet dapat duit,3
bagus,3
bingung notifikasi nya A pas diklik yg muncul IKLAN,3
kenapa ya tiktok punya saya gak ada posting ulang nya?,3
menu shope na gak muncul...!!!,3
padahal jaringan bagus tpi nggk bisa mutar videonya,3
kok punyaku gak ada tempat belanja,3
setiap buka tiktok tdk bisa di sekrol dan saat membuka tiktok juga lama tolong dibantu,3
kak kenapa gaada fitur potongan harga nya,3
Lumayan,3
"kenapa sb akun aq lama bgt ngilang nya, trus pas live gak ada efek yg bagus, efek klw live kaya efek di tiktok lite, itu knp yh",3
ga ada tiktok shop,3
"akun saya ke blokir loh selamanya, saya download lagi tapi tak berfungsi",3
"sudah kena tipu sama tiktok shopnya, tiba tiba datang paket tanpa saya memesanya",3
kenapa tiktok saya menurut q tidak berkembang... dg videonya... stay di itu² saja,3
paylater nya wuuuyyy aktifin napaaaaaa..dtolaaaakk melulu wuuyyy nasib nasiib,3
"bagus sih tapi kok gua bikin akun baru di tiktok tapi gak ada fitur posting ulangnya, tangan gw gatel pen mencet posting ulang tau, tolong cepat di perbaiki ya bug nya",3
kenapa ya tiktok saya ngga ada riwayat tontonan nya padahal sudah saya upgrade tolong jawab dong,3
sering terkena pembatasan usia plss lahh 😞,3
belum ada fitur foto live,3
"padahal jarang buka tiktok, dan ga ada yg aneh aneh tiba tiba di ban selamanya",3
hai developer mengapa aplikasi ini tidak bisa di buka?,3
sering gk bisa masuk ke akun tiktok,3
Bagus Banget BANYAK HI BURAN minus nya ada hal yang ga cocok di lihat untuk anak kecil,3
gabisa oncam eror gatau kenapa dah,3
"fitur DM tolong di hilangkan sbb bnyk di salah gunakan,,dan sudah bnyk kasus korban tiktok.........lama2 nti bisa di tutup pemerintah tiktoknya",3
"aplikasi nyaman dik pakai buat nonton dan berbelanja juga,tapi ada 1 hal yg buat saya kecewa, ketika belanja ongkir nya keterlaluan terlalu mahall⚠️⚠️",3
isinya geal geol doang,3
woi atmint tiktok shop gw abis update gak ada bjir,3
live sering suara hilang,3
DIKIT² KALO LAGI BIKIN KONTEN SOUND NYA DI HAPUS GARA GARA KENA COPYRIGHT PDHL CMN JJ BIASA,3
lumayan,3
minta update terusss,3
videonya gak ada yang bagus untuk di bawah umur kayak aku video ada aja 18+ nya,3
"tadinya sering banget co barang di tiktok shop tapi semenjak tiktok shop ngilangin fitur gratis ongkir, jadi males dah mana ongkirnya mahal-mahal semoga balik seperti dulu dah, voucher gratis ongkirnya banyak",3
gak bisa lagi seperti dulu langsung bisa live streaming ini harus memerlukan 1000 like,3
"Bener kata rekan2 yg menggunakan TikTok, akhir2 ini bnyk keluhan di TikTok.",3
aku sudah lama memakai aplikasi ini tapi kenapa apdet sekarang harus ada pembatasan usia nya tolong hilang kan aku susah perbaiki tolong banget nanti kalu udah hilang pembatasan usia nya nanti aku kasih bintang lima,3
kerenn,3
knp sya ga bisa bikin streak pdhal uda chatan empat hari lebih tolong dong ini,3
"gabisa dibukak, eror, pdhl sinyl bgs",3
agak eror dikit tp nd papa,3
knapa semakin lama makin suka macet klo dibuka,3
live erro kenpaa,3
masih sering lag pas live jaringan lancar padahal,3
the application exits by itself,3
tiktok ku ga ada live nya gimana nih,3
tiktok saya tidak bisa di buka baru kali ini,3
maen,3
saya sudah di atas 18 tahun dan usia saya 22 tahun mengapa kenap pelamggaran usia sampek tidak bisa live. sistemnya tolong di perbaiki sangat buruk,3
"Gak tau kenapa tapi belakangan ini Tiktok kayak lebih ngelag, kadang pas masuk itu lah banget kayak suara muncul tapi gambarnya enggak dan kemudian aku dikeluarin dari app nya, kalo internet kayaknya gak mungkin soalnya di app lain bisa, kalo hp sendiri padahal gak terlalu penuh",3
"Tiba tiba keluar,aneh",3
"aplikasi ini bagus , tapi Ada Erol nya mohon diperbaiki ya",3
perbaiki ga nih tiktok nya lemot mulu sih,3
"kenapa sih tiktok,kaya pilih kasih banget,kemarin itu ada fitur foto live,terus udah gak ku buka 1-2 harian pas mau bikin foto live gak ada fitur nya,udah ku re-install,ku reset hp ku,ku hapus data tiktok nya,tapi masih aja gak muncuk,padahal animated thumbnail nya nyala,gimana sih tiktok",3
Tolol berat banget,3
sedikit menghibur🙂‍↔️,3
"sebenarnya hidup gw udh mati rasa, ga ad sentuhan dari keluarga, maupun orang tua, di tambah orang yg ngerawat dari umur dari bisa jalan, malah meninggal saat umur 5 thn dari kecil selama 14 THN dan sekarang umur gw 20 cuma di apk ini gw bisa senang karena akun gw selalu meningkat views hampir rata rata diatas 2 ribuan tapi malah lupa pw sama Gmail sekarang buat akun baru selama 3 bulan ga ada peningkatan dan rasanya balik lagi sendiri apakah dunia sebenci itu senang dikit aja ga bisa hahaha",3
"semakin di update, semakin banyak iklan yang muncul.",3
"Tiga dulu,kalau bagus baru 5 bintang",3
semenja update video saya tidak fyp ? why,3
sering ngeleg,3
permudah dong cuannya dari kami yg hanya menonton. putaran koinnya di aktifkan dlm video dong. apk sebelah cuma nonton video ada putar an koin. di sini kok ga ada. kasihan kami yg tidk bisa live ga dpt apa apa,3
jelek,3
untuk tiktok shop tolong jangan ada lagi kurir jne biar jnt only aja sumpah itu kurir jne udah bannyak bermasalah ini malah di ajak kerja sama ama tiktok shop aduhhh kacau bangey itu jne kalo ga percaya coba liat aja ulasan aplikasi jne di playstore pasti semuanya bermasalah kaga ada yang tidak,3
tidak bisa membuat akun Karana tidak memenuhi syarat padahal syarat tingal masukan tanggal lahir tapi tidak bisa,3
di hp ku aga ngleg Bae knpa ya Kya nya berat banget gitu,3
cukup memuaskan,3
kan udah menginstal tu h terus udah ditungguin lama banget plis percepat menginstal nya dong😤😡,3
min kenapa tiktok sekarang tidak bisa DM atau pesan secara langsung min tolong di perbaiki ya min :)🙏,3
pas lagi mau nonton pas buka tiktok kok GK bisa kaya masih loding skrin Mulu jadi males nonton mendingan nonton YouTube aja udah lagi lancar GK kaya tiktok loding skrin.. bayy😡,3
"udah 2 bulan upload.an video keranjang kuning ga bisa,dan anehnya aku gak bisa lihat keranjang kuning orang lain,dan keranjang kuningku sendiri di vt",3
bagus tapi srng ngelag+macet² kesell bngtt deh,3
Paraaaah pembaruan tambah lemoooooot...😡😡🥵,3
"keseringan minta diupdet muak gw lama""",3
gak bisa salin tautan,3
ini TIK TOK kok aku selalu buat akun selalu di blokir,3
aku kok gak bisa buat akun sihhhhh 😡😡😠,3
Shop tab dan keranjang kunjng di aplikasi saya gak ada. tolong dong dibenerin bug nya. udah uninstall n install ulang tetep gak ada,3
min tolong plis kenapa tiktok saya tidak bisa kirim pesan/dm,3
"saya mau login tiktok tidak bisa,tiap reset kata sandi,tapi perangkat lunak tidak dikenali.. masukkan nama pengguna juga tidak bisa.. kirim dukungan,juga dipersulit.. mana saya ada paylater,gimana saya mau bayar kalau begini caranya",3
kenapa di ho iqoo z9 5g gak ada fitur titok shop nya. udah 5x sana pasang ulang masih belm bisa tolong di perbaiki,3
selalu minta login,3
mengapa selalu tidak bisa mengapdet,3
tiktok sekarang kenapa sih? jaringan bagus juga ttep aja gak ada koleksi internet coba di perbaiki lagi ko tiktok makin sini makin gak jelas yakin..,3
Bagus,3
jangan tebel tebel dong fontnya jelekkk,3
Aplikasi ini bagus buat ngonten dan nonton.,3
tolong di perbaiki lemot skrg,3
"Tiktok pelit amat foto/video di DM tiktok ga bisa di download, bikin fitur download (di DM) kek kaya aplikasi-aplikasi lain 😌",3
"setiap kali buka tiktok knpa selalu ,aplikasi tidak berpungsi,terus di tambah lemot lagi",3
"engga!! aku cuman live malah kena blokir 💔 mana akun udah di rawat dari tahun 2020, gmn coba??",3
"entah kenapa tiktok sekarang upload foto HD jadi kek buram bintik"" nggak sama dulu klo upload foto HD hasilnya pun HD juga",3
hallo apk ini terlalu berat untuk di hp saya nglek di androit9,3
akun saya tidak ada tiktok shop dah tidak bisa mengirim pesan padahal saya sudah umur 20,3
Gw kasih bintang 1 dulu kalo. Like sama follower gw 1k baru gw kasih bintang 5,3
tolong berikan fitur hapus postingan ulang,3
jaringan tik tok servernya jelek,3
𝙝𝙖𝙡𝙤 𝙩𝙞𝙩𝙤𝙠 𝙠𝙚𝙣𝙖𝙥𝙖 𝙨𝙖𝙮𝙖 𝙥𝙖𝙨 𝙡𝙖𝙜𝙞 𝙡𝙞𝙫𝙚 𝙩𝙞𝙗𝙖 𝙩𝙞𝙗𝙖 𝙠𝙚𝙡𝙪𝙖𝙧 𝙩𝙚𝙧𝙪𝙨 𝙩𝙖𝙣𝙙𝙖𝙣 𝙛𝙞𝙩𝙪𝙧 𝙡𝙞𝙫𝙚 𝙣𝙮𝙖 𝙞𝙡𝙖𝙣𝙜 𝙥𝙖𝙙𝙖𝙝𝙖𝙡 𝙡𝙖𝙜𝙞 𝙡𝙞𝙫𝙚 𝙩𝙞𝙗𝙖 𝙩𝙞𝙗𝙖 𝙞𝙡𝙖𝙣𝙜 𝙛𝙞𝙩𝙪𝙧 𝙡𝙞𝙫𝙚,3
akhir² ini apk nya ngelek mulu gatau knp padahal jaringan stabil,3
